"编号","开始答题时间","结束答题时间","答题时长","1.过去半年里，您在控制体重或改善体型方面处于什么状态?","2.您认真尝试控制体重大概有多久、试过几次?","3.回顾您所有的减脂尝试，效果最好的一次大概是什么情况?","4.回想您减脂""没坚持下去""或""没达到预期""的经历，您觉得最主要的原因是?","4.回想您减脂""没坚持下去""或""没达到预期""的经历，您觉得最主要的原因是?[选项填空]","5.在减脂这件事上，您过去实际接受过哪种外部指导?","6.当您决定开始（或重新开始）减脂时，您通常怎么准备?","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【自己做饭】在家自己买菜做饭","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【食堂】公司或学校食堂","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【外卖】外卖平台点餐","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【外出就餐】去餐厅、小吃店等","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【家人做饭】家人负责做饭","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【便利食品】便利店、预制餐、代餐等","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【自己做饭】在家自己买菜做饭","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【食堂】公司或学校食堂","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【外卖】外卖平台点餐","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【外出就餐】去餐厅、小吃店等","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【家人做饭】家人负责做饭","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【便利食品】便利店、预制餐、代餐等","9.您是否用过AI聊天工具（如ChatGPT、豆包、Kimi等）来咨询健康、饮食、情绪或其他个人问题?","9.您是否用过AI聊天工具（如ChatGPT、豆包、Kimi等）来咨询健康、饮食、情绪或其他个人问题?[选项填空]","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【个性化】是否针对我的具体情况，而不是给通用建议","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【专业性】是否有科学依据或专业知识支撑","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【记忆力】是否记得我之前说过的话和情况","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【态度】语气是否让我舒服，不会有压力或被审判感","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【可执行】能否给出我实际能做到的具体行动建议","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【交流风格】交流方式让我感到舒服","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【不确定】体验不多，说不好","11.您目前的居住情况?","12.对于健康或运动类App的推送通知（比如提醒你记录饮食、该运动了等），您更希望怎样?","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:A.手机App（独立应用）","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:B.微信小程序","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:C.手机网页","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:D.电脑网页","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:E.其他____","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:E.其他____[选项填空]","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:A.手机App（独立应用）","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:B.微信小程序","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:C.手机网页","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:D.电脑网页","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:E.其他____","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:E.其他____[选项填空]","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【社交媒体】刷或搜小红书、抖音、B站、微信等平台的相关内容","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【搜索引擎】在百度、Google等搜索具体问题","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【问AI】用ChatGPT、豆包、Kimi等AI工具咨询","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【问身边人】问朋友、家人或同事","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【专业人士】咨询医生、营养师或教练","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【不太找】基本不主动找信息，凭自己感觉和经验","16.过去一年中，在控制体重这件事上，您大概花了多少钱（人民币）?","17.您的性别","18.您的年龄段","19.您目前所在城市属于哪一类?","20.您日常最常使用的内容平台是?:小红书","20.您日常最常使用的内容平台是?:抖音","20.您日常最常使用的内容平台是?:微信公众号/视频号","20.您日常最常使用的内容平台是?:B站","20.您日常最常使用的内容平台是?:知乎","20.您日常最常使用的内容平台是?:微博","20.您日常最常使用的内容平台是?:其他 ____","20.您日常最常使用的内容平台是?:其他 ____[选项填空]","21.您觉得以下哪个描述最接近您目前的体重状况?","22.您如何评价您在当下或近期的减肥/减脂/体重管理意愿强度？","23.如果您曾认真跟着某个人的建议（私教、营养师、朋友或网上方法）减脂过，请说说：他们做了什么让您坚持下来?或者为什么后来没坚持下来?","24.我们正在开发一款AI行为教练减脂产品，近期将邀请少量用户免费优先体验。体验前会进行一次10-15分钟的简短沟通（线上），了解您的真实需求，确保产品对您有帮助。如果您感兴趣，请留下微信号，我们会单独联系您。","25.如果您知道自己的MBTI类型，请选择","26.请简要描述最近一次您""本来不打算吃/喝但还是吃了""的经历——当时什么时间、什么场景、事后怎么想的?（3-5句话即可）","27.如果您曾认真跟着某个人的建议（私教、营养师、朋友或网上方法）减脂过，请说说：他们做了什么让您坚持下来?或者为什么后来没坚持下来?","28.我们正在开发一款AI行为教练减脂产品，近期将邀请少量用户免费优先体验。体验前会进行一次15-20分钟的简短沟通（线上或线下），了解您的真实需求，确保产品对您有帮助。如果您感兴趣，请留下联系方式（微信号），我们会单独联系您。","语言","清洗数据结果","智能清洗数据无效概率","地理位置国家和地区","地理位置省","地理位置市","用户类型","用户标识","昵称","自定义字段","IP","UA","Referrer","投放名称","配额分组名称",
"67","17-Apr-2026 09:15:08","17-Apr-2026 09:19:54","286","D.【基本满意】对现状比较满意，没有减脂需求","B.【短期多次】不到1年，3次以上","B.【有效但反弹】明显瘦了（5斤以上），但后来反弹了","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","A.【详细计划】先制定具体方案（目标体重、每天/每周安排、饮食计划等）","6","3","1","4","2","5","4","5","3","1","6","2","C.【聊过但不信】咨询过健康或个人问题，但觉得回答太泛泛，不太信任","","2","3","1","6","4","5","7","B.【与伴侣/家人同住】和伴侣或家人住在一起","A.【高频】每天6次以上，只要内容有用就欢迎","1","2","3","4","","","1","2","3","4","","","1","2","4","5","3","6","C.【一千到三千】（不含三千）","B.女","A.18-24岁","C.【二线及以下】其他城市","A.小红书","B.抖音","C.微信公众号/视频号","D.B站","E.知乎","F.微博","","","C.【小基数】体重基本正常范围，想更精致或改善线条（5斤以内或塑形为主）","8","计划太多太严格","penici0","Q.不知道","本来不打算去外面吃火锅，但是家里没东西吃，所以去吃了，吃完很撑后悔","方案太繁琐严格","penici","简体中文","未清洗","","中国","江苏省","连云港市","微信","o86_0juP4iJyXsUOyMphsNExVYOM","春和景明","","49.88.180.252","Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.70(0x18004639) NetType/WIFI Language/zh_CN","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"66","17-Apr-2026 09:15:37","17-Apr-2026 09:19:52","255","B.【断断续续】时有时无，没有稳定执行","B.【短期多次】不到1年，3次以上","D.【坚持但无效】坚持执行了，但基本没看到效果","E.【慢慢松懈】没什么具体原因，就是逐渐不那么在意了，不知不觉就停了","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","1","4","5","6","3","2","6","3","2","4","1","5","B.【只聊工作】用过，但只问工作、学习等功能性问题，没聊过个人话题","","","","","","","","","C.【合住】与室友或同学合住（含宿舍）","C.【适度】每天1-2次，帮我保持节奏","1","2","3","4","","","1","","","","","","1","3","5","4","2","6","B.【数百元】","B.女","A.18-24岁","C.【二线及以下】其他城市","A.小红书","B.抖音","C.微信公众号/视频号","D.B站","E.知乎","F.微博","","","C.【小基数】体重基本正常范围，想更精致或改善线条（5斤以内或塑形为主）","7","无","无","B.INTP","吃了好吃的","无","	13579867167","简体中文","未清洗","","中国","新疆维吾尔自治区","乌鲁木齐市","微信","o86_0jgEPF3tlZPwsuO2YYA5nbQQ","沨知澜","","2409:897c:14b:c787:e127:5c:2208:ef47","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.65(0x18004132) NetType/4G Language/zh_CN miniProgram/wxf7ee2adef29032d1","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"65","17-Apr-2026 09:15:36","17-Apr-2026 09:19:50","254","D.【基本满意】对现状比较满意，没有减脂需求","B.【短期多次】不到1年，3次以上","A.【成功维持】达到了目标体重或体型，并维持了3个月以上","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","2","4","","3","1","","","","1","","","","E.【经常依赖】经常用AI聊个人问题，已经当作一个可信赖的参考来源","","","","1","","2","","","B.【与伴侣/家人同住】和伴侣或家人住在一起","D.【低频】一周几次就够了，太频繁会关掉","","1","","","","","1","","","","","","1","4","2","3","","","A.【没花过钱】","B.女","B.25-30岁","A.【一线】北京、上海、广州、深圳","A.小红书","B.抖音","C.微信公众号/视频号","","","","","","C.【小基数】体重基本正常范围，想更精致或改善线条（5斤以内或塑形为主）","3","比较好执行","","A.INTJ","饿","无","无","简体中文","未清洗","","中国","广东省","深圳市","微信","o86_0jtrNcuKHD_LPxw4oB5tOhMU","小C","","116.7.240.178","Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.70(0x18004639) NetType/WIFI Language/zh_CN miniProgram/wxf7ee2adef29032d1","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"64","17-Apr-2026 09:13:53","17-Apr-2026 09:19:46","353","D.【基本满意】对现状比较满意，没有减脂需求","A.【短期少次】不到1年，1-2次","E.【未能坚持】还没坚持到能看见效果就中断了","F.其他原因____________","无所谓","D.【自己来】主要靠自己摸索，也没想过找人指导","C.【直接行动】不太做计划，想到就开始，边做边调整","6","3","2","5","4","1","6","3","1","4","5","2","C.【聊过但不信】咨询过健康或个人问题，但觉得回答太泛泛，不太信任","","4","2","3","6","5","7","1","C.【合住】与室友或同学合住（含宿舍）","E.【不需要】不想收到推送，更喜欢自己主动使用","2","1","3","4","","","1","3","2","4","","","3","4","2","5","6","1","A.【没花过钱】","B.女","A.18-24岁","C.【二线及以下】其他城市","","B.抖音","C.微信公众号/视频号","","","","","","C.【小基数】体重基本正常范围，想更精致或改善线条（5斤以内或塑形为主）","","没跟着练过","不用了，谢谢。","D.ENTP","没有","没有过","谢谢，不需要。","简体中文","未清洗","","中国","河北省","邯郸市","微信","o86_0jlrOb0vXrsiBHj_8lCdXG9E","若秋叙","","240e:441:2c1e:14e1:8f5:a7ff:feb0:9385","Mozilla/5.0 (Linux; Android 16; V2464A Build/BP2A.250605.031.A3_V000L1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.153 Mobile Safari/537.36 XWEB/1460043 MMWEBSDK/20260202 MMWEBID/2870 REV/dc23d2f3edaf45af8aa930734b7ed30ef2415","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"63","17-Apr-2026 09:15:10","17-Apr-2026 09:19:43","273","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","B.【短期多次】不到1年，3次以上","A.【成功维持】达到了目标体重或体型，并维持了3个月以上","A.【方案难执行】方案太严格或太理想化，放到现实生活中根本做不到","","A.【跟过专业人士】认真按私教、营养师或医生的指导执行过","A.【详细计划】先制定具体方案（目标体重、每天/每周安排、饮食计划等）","1","2","3","4","5","6","1","2","3","4","5","6","E.【经常依赖】经常用AI聊个人问题，已经当作一个可信赖的参考来源","","5","1","2","3","4","6","","A.【独居】一个人住","A.【高频】每天6次以上，只要内容有用就欢迎","1","2","3","4","","","1","2","3","4","","","1","6","4","2","3","5","B.【数百元】","B.女","B.25-30岁","A.【一线】北京、上海、广州、深圳","A.小红书","B.抖音","C.微信公众号/视频号","","","","","","C.【小基数】体重基本正常范围，想更精致或改善线条（5斤以内或塑形为主）","10","没有","	15858585857","D.ENTP","没有","没有","没有","简体中文","未清洗","","中国","黑龙江省","哈尔滨市","微信","o86_0juI2LwcOupfGMHq5Q5oKCO8","weiwei","","1.189.236.220","Mozilla/5.0 (Linux; Android 9; PDBM00 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.180 Mobile Safari/537.36 XWEB/1380327 MMWEBSDK/20260202 MMWEBID/5020 MicroMessenger/8.0.70.3060(0x2800463A) WeChat/arm64 ","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"62","17-Apr-2026 09:17:59","17-Apr-2026 09:19:39","100","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","E.【长期少次】3年以上，1-2次","C.【效果有限】有一点效果，但离目标还很远","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","1","3","4","5","2","6","5","3","4","1","6","2","D.【聊过且有用】咨询过个人问题，觉得有些建议还挺有参考价值","","7","1","6","2","5","3","4","B.【与伴侣/家人同住】和伴侣或家人住在一起","C.【适度】每天1-2次，帮我保持节奏","1","5","4","2","3","ai","1","2","3","4","5","ai页面","6","4","1","5","2","3","C.【一千到三千】（不含三千）","A.男","B.25-30岁","B.【新一线】杭州、成都、南京、武汉、重庆、苏州、西安、长沙、天津等","A.小红书","B.抖音","","","","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","9","教我方法","	19275560443","B.INTP","跟朋友一块吃饭 吃多了","教我方法","	19275560443","简体中文","未清洗","","中国","安徽省","合肥市","微信","o86_0jjpSDMFJ3yYG7jT0LvyBJIg",".Q","","2408:8244:600:1722:35f3:5c58:7af8:232f","Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.70(0x18004639) NetType/WIFI Language/zh_CN miniProgram/wxf7ee2adef29032d1","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"61","17-Apr-2026 09:11:04","17-Apr-2026 09:19:33","509","B.【断断续续】时有时无，没有稳定执行","B.【短期多次】不到1年，3次以上","D.【坚持但无效】坚持执行了，但基本没看到效果","A.【方案难执行】方案太严格或太理想化，放到现实生活中根本做不到","","A.【跟过专业人士】认真按私教、营养师或医生的指导执行过","A.【详细计划】先制定具体方案（目标体重、每天/每周安排、饮食计划等）","2","3","1","6","4","5","4","2","1","5","6","3","E.【经常依赖】经常用AI聊个人问题，已经当作一个可信赖的参考来源","","4","1","2","6","3","5","7","B.【与伴侣/家人同住】和伴侣或家人住在一起","A.【高频】每天6次以上，只要内容有用就欢迎","2","1","3","5","4","家人","1","3","2","","4","平板","2","4","1","3","5","6","C.【一千到三千】（不含三千）","B.女","C.31-40岁","C.【二线及以下】其他城市","","B.抖音","","","E.知乎","","","","A.【大基数】明显超重，想减的体重较多（15斤以上）","10","丹田敷药膏，不吃饭","	15048085172","F.INFP","别人请客","费用太高","	15048085172","简体中文","未清洗","","中国","吉林省","长春市","微信","o86_0jpYWqfBgQTg1-0gqIAVnr2o","小北","","219.149.216.178","Mozilla/5.0 (Linux; Android 12; NTN-AN20 Build/HONORNTN-AN30; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.173 Mobile Safari/537.36 XWEB/1420283 MMWEBSDK/20260202 MMWEBID/6341 REV/720277cc53567bd044b8e7b4a57e97672f3fc295 MicroM","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"60","17-Apr-2026 09:17:46","17-Apr-2026 09:19:21","95","C.【已经停下】试过，但目前没有在坚持","E.【长期少次】3年以上，1-2次","C.【效果有限】有一点效果，但离目标还很远","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","A.【跟过专业人士】认真按私教、营养师或医生的指导执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","6","2","1","4","5","3","5","6","1","2","3","4","D.【聊过且有用】咨询过个人问题，觉得有些建议还挺有参考价值","","6","3","7","1","2","4","5","C.【合住】与室友或同学合住（含宿舍）","D.【低频】一周几次就够了，太频繁会关掉","4","2","1","3","","","4","2","1","3","","","3","1","2","6","5","4","C.【一千到三千】（不含三千）","B.女","A.18-24岁","B.【新一线】杭州、成都、南京、武汉、重庆、苏州、西安、长沙、天津等","","B.抖音","","D.B站","","","","","C.【小基数】体重基本正常范围，想更精致或改善线条（5斤以内或塑形为主）","8","健身","	15236954","C.ENTJ","找私教","少食多餐","	63595214","简体中文","未清洗","","中国","内蒙古自治区","赤峰市","微信","o86_0jknYISRyoB-DI1E7IutF5wQ","微信用户","","202.99.231.26","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 MicroMessenger/7.0.20.1781(0x6700143B) NetType/WIFI MiniProgramEnv/Windows WindowsWechat/WMPF WindowsWechat(0x63090a13) UnifiedPCWindowsWechat(","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"59","17-Apr-2026 09:13:54","17-Apr-2026 09:19:20","326","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","F.【长期多次】3年以上，3次以上","A.【成功维持】达到了目标体重或体型，并维持了3个月以上","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","E.【想请但没条件】想过请专业人士指导，但受限于费用、时间或渠道，没有实现","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","2","1","3","4","5","6","6","5","2","1","4","3","C.【聊过但不信】咨询过健康或个人问题，但觉得回答太泛泛，不太信任","","3","2","1","7","4","5","6","A.【独居】一个人住","C.【适度】每天1-2次，帮我保持节奏","1","2","4","3","5","无","1","4","2","3","5","无","1","5","6","2","3","4","C.【一千到三千】（不含三千）","A.男","B.25-30岁","A.【一线】北京、上海、广州、深圳","A.小红书","B.抖音","","","","","","","C.【小基数】体重基本正常范围，想更精致或改善线条（5斤以内或塑形为主）","","没时间","","G.ENFJ","应酬","计划被打乱","young","简体中文","未清洗","","中国","北京市","北京市","微信","o86_0jpjvohbKZGNN6RYsoo_pXyQ","Young","","223.70.152.218","Mozilla/5.0 (Linux; Android 14; REA-AN00 Build/HONORREA-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.177 Mobile Safari/537.36 XWEB/1460055 MMWEBSDK/20250904 MMWEBID/1214 MicroMessenger/8.0.64.2940(0x28004050) WeChat/arm64","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"58","17-Apr-2026 09:14:22","17-Apr-2026 09:19:11","289","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","F.【长期多次】3年以上，3次以上","A.【成功维持】达到了目标体重或体型，并维持了3个月以上","D.【一次就崩】一次没控制住之后，就很难重新开始，容易越来越松","","D.【自己来】主要靠自己摸索，也没想过找人指导","C.【直接行动】不太做计划，想到就开始，边做边调整","","","1","3","2","4","","","","1","","","D.【聊过且有用】咨询过个人问题，觉得有些建议还挺有参考价值","","","","1","","","","","B.【与伴侣/家人同住】和伴侣或家人住在一起","E.【不需要】不想收到推送，更喜欢自己主动使用","1","","","","","","","","","1","","","","","","","","1","A.【没花过钱】","B.女","D.41岁以上","A.【一线】北京、上海、广州、深圳","","B.抖音","","","","F.微博","","","C.【小基数】体重基本正常范围，想更精致或改善线条（5斤以内或塑形为主）","","太累","不了","Q.不知道","点外卖 但怕胖 晚上就没怎么吃","没有过","不 了","简体中文","未清洗","","中国","北京市","北京市","微信","o86_0jvR2-1m810TdDTZwia7wqD4","微微💕","","118.194.246.106","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.20.1781(0x6700143B) WindowsWechat(0x63090a13) UnifiedPCWindowsWechat(0xf254181c) XWEB/19201 Flue","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"57","17-Apr-2026 09:17:13","17-Apr-2026 09:19:07","114","B.【断断续续】时有时无，没有稳定执行","C.【中期少次】1-3年，1-2次","B.【有效但反弹】明显瘦了（5斤以上），但后来反弹了","E.【慢慢松懈】没什么具体原因，就是逐渐不那么在意了，不知不觉就停了","","B.【跟过身边人】认真按朋友或家人的建议执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","6","3","4","1","2","5","5","1","2","3","4","6","B.【只聊工作】用过，但只问工作、学习等功能性问题，没聊过个人话题","","","","","","","","","B.【与伴侣/家人同住】和伴侣或家人住在一起","C.【适度】每天1-2次，帮我保持节奏","4","1","2","3","","","3","2","1","4","","","2","1","3","5","4","6","B.【数百元】","A.男","B.25-30岁","B.【新一线】杭州、成都、南京、武汉、重庆、苏州、西安、长沙、天津等","A.小红书","B.抖音","C.微信公众号/视频号","","","F.微博","","","B.【中等基数】有一些多余体重，想减5-15斤左右","7","","","Q.不知道","	2","	1","不","简体中文","未清洗","","中国","重庆市","重庆市","微信","o86_0jkkV7KfGTSTwgnNRtT6xhcQ","大被子 ","","2409:8961:1c5:c460::1","Mozilla/5.0 (Linux; Android 15; PJH110 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.173 Mobile Safari/537.36 XWEB/1420283 MMWEBSDK/20260202 MMWEBID/6756 REV/dc23d2f3edaf45af8aa930734b7ed30ef2415b65 MicroM","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"56","17-Apr-2026 09:14:06","17-Apr-2026 09:19:02","296","B.【断断续续】时有时无，没有稳定执行","B.【短期多次】不到1年，3次以上","C.【效果有限】有一点效果，但离目标还很远","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","D.【自己来】主要靠自己摸索，也没想过找人指导","C.【直接行动】不太做计划，想到就开始，边做边调整","4","5","6","2","1","3","2","3","1","4","6","5","D.【聊过且有用】咨询过个人问题，觉得有些建议还挺有参考价值","","3","1","2","4","6","5","7","B.【与伴侣/家人同住】和伴侣或家人住在一起","C.【适度】每天1-2次，帮我保持节奏","1","2","3","4","","","1","2","3","4","","","1","2","3","6","5","4","B.【数百元】","B.女","B.25-30岁","C.【二线及以下】其他城市","","B.抖音","C.微信公众号/视频号","","","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","","希望身体健康，但因为接连怀孕","","D.ENTP","嘴馋了","希望身体健康，但接连怀孕","	19552504993","简体中文","未清洗","","中国","江苏省","泰州市","微信","o86_0jruEtO7mUi6Ug6Euo2V95fk","温澜听雨","","49.85.40.85","Mozilla/5.0 (Linux; Android 15; PJV110 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.153 Mobile Safari/537.36 XWEB/1460043 MMWEBSDK/20260202 MMWEBID/2147 MicroMessenger/8.0.70.3060(0x2800463A) WeChat/arm64","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"55","17-Apr-2026 09:16:00","17-Apr-2026 09:19:01","181","B.【断断续续】时有时无，没有稳定执行","D.【中期多次】1-3年，3次以上","B.【有效但反弹】明显瘦了（5斤以上），但后来反弹了","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","4","3","2","5","1","6","","","1","","","","C.【聊过但不信】咨询过健康或个人问题，但觉得回答太泛泛，不太信任","","3","1","6","2","4","7","5","B.【与伴侣/家人同住】和伴侣或家人住在一起","C.【适度】每天1-2次，帮我保持节奏","2","1","3","4","","","1","2","4","3","","","2","3","1","6","4","5","B.【数百元】","A.男","D.41岁以上","A.【一线】北京、上海、广州、深圳","A.小红书","","C.微信公众号/视频号","","","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","9","控制饮食怕胃疼","wangye2010","A.INTJ","油炸食品","跑步","wangye2010","简体中文","未清洗","","中国","上海市","上海市","微信","o86_0joiDO4TEBuzPo7VLUyZo-T4","王爷","","2409:891f:8f67:a9dd:1c67:89af:684f:6f52","Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.70(0x1800463a) NetType/4G Language/zh_CN","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
